campaignDisplayName,campaignDescription,campaignID,campaignStartDate,campaignEndDate,duration,daysLeft,campaignType,campaignStatus,userEmail,resourceID,resourceName,resourceType,assignmentType,entitlementBundleName,entitlementValueName,decision,decidedDate,reviewerType,reviewerGroupName,reviewerEmail,remediationStatus,currentReviewerLevel,level1ReviewerEmail,level1ReviewerDecision,level2ReviewerEmail,level2ReviewerDecision
Quarterly Access Review - 900,Quarterly Access Review audit.,PrfB91kZLXYlOqSv,12/05/2024 10:35 am,12/31/2024 11:12 am,26,-268.032963,RESOURCE,DRAFT,jordan.brown395@example.com,gm1FAjfDMcWFhDiLZ3WO,HRPro,API,GROUP,,,APPROVED,12/23/2024 10:45 pm,USER,,jordan.brown@mailinator.com,FAILED,2,jordan.brown@testmail.com,APPROVED,jordan.brown@example.com,APPROVED
SOX Resource Review - 613,SOX Resource Review audit.,zlRWJhaOQtwjOp1A,07/22/2024 12:11 am,08/17/2024 12:28 am,26,-404.479873,RESOURCE,COMPLETED,jordan.brown566@mailinator.com,DwIptvRT1OUBRknyuIRR,Data Lake Portal,Server,GROUP,Default Bundle,ROLE_USER,APPROVED,08/12/2024 3:27 am,GROUP,AccessReviewers,,SUCCESS,,jordan.brown@mailinator.com,APPROVED,,
Customer Portal Access - 629,,r7dVkEa05GmWFRMP,07/12/2024 8:04 pm,07/26/2024 8:45 pm,14,-425.634896,RESOURCE,DRAFT,jordan.patel283@testmail.com,vyKGTefrZ4v7rLm5Jqzg,My Super Secure App,API,USER,Default Bundle,ROLE_USER,APPROVED,07/25/2024 9:25 pm,USER,,jordan.patel@mailinator.com,SUCCESS,1,jordan.patel@example.com,REVOKED,,
Customer Portal Access - 698,,KbheN9Pot7GaZpfP,06/15/2024 6:25 am,06/24/2024 7:00 am,9,-458.208252,RESOURCE,ACTIVE,kiran.johnson363@example.com,3q6Q4EmT2mmpMjg5PPMV,My Super Secure App,Server,USER,,,REVOKED,06/18/2024 2:26 pm,USER,,kiran.johnson@example.com,FAILED,1,kiran.johnson@mailinator.com,APPROVED,kiran.johnson@testmail.com,REVOKED
Quarterly Access Review - 515,,1WChGtaPxgw1lqq7,06/16/2024 11:33 pm,07/04/2024 11:44 pm,18,-447.510567,RESOURCE,COMPLETED,kiran.smith430@mailinator.com,UwyBJ8QYSXI1mXTDaAi3,Finance360,Server,USER,,ROLE_USER,UNREVIEWED,,USER,,kiran.smith@example.com,FAILED,,kiran.smith@testmail.com,REVOKED,,
Quarterly Access Review - 461,Quarterly Access Review audit.,qwIYvzvQLJOH8ruF,11/25/2024 6:45 am,12/04/2024 7:09 am,9,-295.201574,RESOURCE,CANCELLED,taylor.brown647@example.com,1N5ALz4evtOSLy3W6UGB,Data Lake Portal,Database,GROUP,,,APPROVED,12/03/2024 6:51 pm,GROUP,AccessReviewers,,PENDING,1,taylor.brown@example.com,REVOKED,,
Quarterly Access Review - 790,,VfqjO2tprMiZbP1u,01/09/2025 4:20 pm,01/30/2025 5:15 pm,21,-237.781169,RESOURCE,CANCELLED,taylor.garcia456@example.com,8RkLNNIGNtvHXBwqsaY0,Finance360,API,USER,,,APPROVED,01/28/2025 12:25 am,USER,,taylor.garcia@testmail.com,PENDING,1,,,,
Quarterly Access Review - 562,,zIykTyxqAoV4YQrU,02/22/2024 2:24 pm,03/13/2024 2:36 pm,20,-560.891192,RESOURCE,DRAFT,jordan.smith297@example.com,NMqMlbdHlgqSTojEvtX9,HRPro,Application,USER,,ROLE_USER,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,,jordan.smith@example.com,APPROVED,,
SOX Resource Review - 837,,a8Sx8p9mTfPmy76j,03/07/2023 12:48 pm,04/06/2023 1:47 pm,30,-902.925498,RESOURCE,CANCELLED,sai.patel260@testmail.com,Nm31nhNukrhWacWDKxfj,My Super Secure App,API,GROUP,,,REVOKED,04/02/2023 1:42 pm,GROUP,AccessReviewers,,SUCCESS,,sai.patel@mailinator.com,REVOKED,,
Customer Portal Access - 751,,Qwi3EBsRllvTrZ4I,04/17/2023 11:54 pm,05/11/2023 12:03 am,23,-868.497708,RESOURCE,COMPLETED,taylor.johnson555@testmail.com,CWFT2MwMtd7YlQVjrztf,My Super Secure App,Application,GROUP,,,UNREVIEWED,,USER,,taylor.johnson@example.com,PENDING,,taylor.johnson@testmail.com,REVOKED,,
SOX Resource Review - 51,,Le5mE3eXdI6zwRZq,03/05/2023 3:39 am,04/04/2023 3:43 am,30,-905.344757,RESOURCE,IN_PROGRESS,alex.smith984@mailinator.com,gSGlGpMlUzgNwCP2klyu,Data Lake Portal,Server,USER,Default Bundle,,APPROVED,03/23/2023 4:44 am,USER,,alex.smith@mailinator.com,SUCCESS,2,alex.smith@example.com,APPROVED,,
SOX Resource Review - 369,SOX Resource Review audit.,ByT8KG9ssn1bYQrI,05/14/2025 5:13 am,06/08/2025 6:12 am,25,-109.241204,RESOURCE,CANCELLED,jordan.patel39@testmail.com,wiwKoYfy4TSXkZQJ4KsT,HRPro,Application,GROUP,Default Bundle,,APPROVED,06/03/2025 10:30 am,GROUP,AccessReviewers,,FAILED,2,,,,
Customer Portal Access - 56,,cHjFndTyBKFnryif,06/06/2025 4:50 pm,07/06/2025 4:53 pm,30,-80.795868,RESOURCE,CANCELLED,kiran.johnson88@testmail.com,FViiIEOmMTpeWu5fPAvt,My Super Secure App,API,GROUP,Default Bundle,,APPROVED,06/13/2025 6:44 pm,USER,,kiran.johnson@example.com,PENDING,,,,kiran.johnson@mailinator.com,APPROVED
Quarterly Access Review - 758,,651YaRgBbmHmGqDT,08/08/2023 1:48 pm,09/06/2023 2:32 pm,29,-749.893877,RESOURCE,DRAFT,kiran.garcia928@mailinator.com,GpdmRqC6eOP4wgs2x8FS,Finance360,Server,GROUP,,,APPROVED,09/04/2023 7:03 pm,GROUP,AccessReviewers,,PENDING,2,kiran.garcia@testmail.com,REVOKED,,
Quarterly Access Review - 356,,ws98rdpy9966nvyi,08/16/2024 5:42 pm,09/08/2024 6:25 pm,23,-381.732049,RESOURCE,CANCELLED,neha.martinez233@testmail.com,oj84uHmiHX1tRGi98i54,Finance360,Application,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,1,neha.martinez@mailinator.com,REVOKED,neha.martinez@example.com,APPROVED
PCI Resource Review - 190,,9MLLKobeWi0DOlyD,09/12/2023 10:23 am,09/25/2023 10:37 am,13,-731.057002,RESOURCE,DRAFT,kiran.patel948@testmail.com,6nPmmk7BMQ13AWLZSy6J,My Super Secure App,Application,USER,,ROLE_USER,UNREVIEWED,,USER,,kiran.patel@mailinator.com,PENDING,2,kiran.patel@mailinator.com,APPROVED,kiran.patel@testmail.com,REVOKED
SOX Resource Review - 793,SOX Resource Review audit.,CAMdGiZCShW6RizB,10/05/2023 9:04 pm,10/26/2023 9:41 pm,21,-699.596111,RESOURCE,ACTIVE,kiran.patel257@testmail.com,Q4XShhBwGxXF6xxV4JOj,Data Lake Portal,Database,GROUP,,,APPROVED,10/12/2023 9:18 pm,GROUP,AccessReviewers,,PENDING,,kiran.patel@testmail.com,APPROVED,,
Customer Portal Access - 557,Customer Portal Access audit.,LEnOCBLa2rMYmldv,08/14/2023 7:57 pm,08/22/2023 8:39 pm,8,-764.639549,RESOURCE,CANCELLED,sai.johnson340@example.com,dzlPLQKWkCJ5fswxeAIs,Data Lake Portal,Application,USER,,,UNREVIEWED,,GROUP,SecurityOps,,PENDING,,sai.johnson@mailinator.com,APPROVED,,
SOX Resource Review - 438,,tG9viIGNElLR8abM,07/03/2023 4:35 am,08/02/2023 5:29 am,30,-785.271273,RESOURCE,ACTIVE,sai.brown424@example.com,uINamrWtFuaQvSMbkuuP,HRPro,Application,GROUP,,,REVOKED,07/19/2023 11:01 am,USER,,sai.brown@testmail.com,FAILED,,,,sai.brown@mailinator.com,REVOKED
Quarterly Access Review - 214,,u4Xej0vxHkLlhWt1,02/19/2023 3:11 am,03/06/2023 3:37 am,15,-934.349225,RESOURCE,DRAFT,kiran.smith381@testmail.com,ZsGkxcmfFX4jvD2tuVg8,Data Lake Portal,Database,GROUP,,ROLE_USER,REVOKED,02/21/2023 10:39 pm,GROUP,ComplianceTeam,,PENDING,2,,,,
SOX Resource Review - 479,SOX Resource Review audit.,gVUbVNnmrHVPqjh7,05/19/2025 8:21 am,06/11/2025 8:27 am,23,-106.147477,RESOURCE,ACTIVE,sai.johnson563@testmail.com,q6XJkt3Hdb4dxfyR3NQB,Finance360,API,USER,Default Bundle,ROLE_USER,REVOKED,06/07/2025 11:48 pm,GROUP,ComplianceTeam,,FAILED,,sai.johnson@mailinator.com,REVOKED,sai.johnson@testmail.com,REVOKED
Customer Portal Access - 238,Customer Portal Access audit.,i3pwl4u1uEegD0rv,06/11/2025 5:33 pm,06/22/2025 6:05 pm,11,-94.746181,RESOURCE,DRAFT,kiran.martinez816@example.com,uOXHyzMH8xvYKWAWHoPe,HRPro,Application,USER,,,APPROVED,06/13/2025 8:52 pm,USER,,kiran.martinez@testmail.com,PENDING,2,kiran.martinez@mailinator.com,REVOKED,kiran.martinez@mailinator.com,APPROVED
Quarterly Access Review - 223,Quarterly Access Review audit.,34NajjGyJmQtJ4s6,11/06/2024 7:47 am,12/05/2024 8:45 am,29,-294.134792,RESOURCE,IN_PROGRESS,alex.garcia9@mailinator.com,9zhswIdRYw11oRytxxHP,HRPro,Database,GROUP,,ROLE_USER,APPROVED,11/26/2024 1:54 pm,GROUP,ComplianceTeam,,FAILED,,alex.garcia@example.com,APPROVED,alex.garcia@testmail.com,REVOKED
PCI Resource Review - 87,,X13R5MCAYxnAaETS,02/23/2024 6:23 am,03/14/2024 7:22 am,20,-560.193021,RESOURCE,CANCELLED,sai.johnson35@example.com,JRhDQiT88WCe3fDT7eNX,Finance360,Application,USER,,,APPROVED,03/06/2024 5:01 pm,USER,,sai.johnson@mailinator.com,FAILED,1,sai.johnson@testmail.com,REVOKED,sai.johnson@mailinator.com,REVOKED
SOX Resource Review - 63,,JJOsTbEheWpMrpTL,07/08/2025 6:47 am,08/07/2025 6:56 am,30,-49.210868,RESOURCE,COMPLETED,taylor.smith268@mailinator.com,olGc97KYZUzxOTkJ0dqY,My Super Secure App,Database,USER,,,REVOKED,08/03/2025 3:13 am,GROUP,ComplianceTeam,,FAILED,2,taylor.smith@testmail.com,APPROVED,,
Customer Portal Access - 13,,XxtG7gGv0LOqqXpK,12/17/2024 7:22 am,01/14/2025 8:09 am,28,-254.160104,RESOURCE,ACTIVE,neha.martinez603@example.com,GQ9taaezGQvSpcMdK3nL,My Super Secure App,Application,GROUP,Default Bundle,,REVOKED,01/13/2025 6:53 pm,GROUP,AccessReviewers,,FAILED,,neha.martinez@testmail.com,APPROVED,,
SOX Resource Review - 788,,4VukeWxud7qBE5Ll,02/03/2025 9:13 am,02/13/2025 9:22 am,10,-224.109352,RESOURCE,CANCELLED,kiran.smith629@mailinator.com,gBqceTWbEOacyjuyaRVD,HRPro,Application,GROUP,,ROLE_USER,APPROVED,02/04/2025 8:31 pm,USER,,kiran.smith@testmail.com,FAILED,1,kiran.smith@mailinator.com,APPROVED,,
SOX Resource Review - 83,SOX Resource Review audit.,VrmI7OsygQE2Blcb,07/10/2025 2:36 am,07/24/2025 3:07 am,14,-63.369815,RESOURCE,COMPLETED,alex.garcia659@testmail.com,E7Y7bvuSznOG61HToeTE,My Super Secure App,Server,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,PENDING,1,,,alex.garcia@mailinator.com,APPROVED
Quarterly Access Review - 838,Quarterly Access Review audit.,hKMdmuZTyhQHt7nc,09/27/2023 10:35 am,10/14/2023 10:39 am,17,-712.055683,RESOURCE,DRAFT,taylor.smith776@testmail.com,kwkpKiXNxj2fa5RKrQXD,Data Lake Portal,Database,GROUP,,,APPROVED,10/03/2023 5:58 am,GROUP,SecurityOps,,FAILED,,taylor.smith@mailinator.com,REVOKED,,
Quarterly Access Review - 643,Quarterly Access Review audit.,szIl98M19FCMmdgj,01/06/2025 11:23 pm,01/28/2025 11:34 pm,22,-239.517674,RESOURCE,ACTIVE,neha.patel56@mailinator.com,wmpM3CgdHjbFeoBJzU3o,My Super Secure App,API,GROUP,,ROLE_USER,UNREVIEWED,,USER,,neha.patel@example.com,PENDING,1,neha.patel@example.com,REVOKED,neha.patel@mailinator.com,REVOKED
PCI Resource Review - 397,,CmwqubJrgCzVnsjX,09/21/2023 11:39 pm,10/17/2023 12:14 am,25,-709.490116,RESOURCE,ACTIVE,alex.brown878@mailinator.com,E9KZrTTpuJ3KjJa8cDVc,HRPro,Server,GROUP,,,REVOKED,09/22/2023 2:07 pm,USER,,alex.brown@example.com,PENDING,1,alex.brown@mailinator.com,APPROVED,alex.brown@mailinator.com,REVOKED
PCI Resource Review - 721,,JK8CiRl2MRaMxQGs,02/24/2024 2:28 am,03/24/2024 3:07 am,29,-550.369711,RESOURCE,CANCELLED,sai.smith807@mailinator.com,f2Td6P3gwMwkIeRm8ohD,Data Lake Portal,Database,USER,,,REVOKED,03/15/2024 3:13 pm,USER,,sai.smith@example.com,PENDING,1,sai.smith@testmail.com,APPROVED,,
SOX Resource Review - 463,,X6Y6e3Ce3r7grRE2,03/19/2025 8:38 pm,04/15/2025 8:39 pm,27,-162.639225,RESOURCE,IN_PROGRESS,kiran.martinez555@example.com,DATblbXZGuJOWEPGICJ3,Finance360,Database,USER,,,APPROVED,03/22/2025 3:46 am,GROUP,ComplianceTeam,,SUCCESS,1,,,,
PCI Resource Review - 729,,lkR4Xjh9JBwmRP8j,11/27/2024 2:38 pm,12/21/2024 2:48 pm,24,-277.882708,RESOURCE,CANCELLED,taylor.patel943@example.com,zEjCtaT8uRDr68JjJ4BQ,HRPro,Application,GROUP,,,UNREVIEWED,,USER,,taylor.patel@mailinator.com,PENDING,1,taylor.patel@testmail.com,APPROVED,,
PCI Resource Review - 598,,WVmf0P78yELFdPyS,10/26/2024 7:35 am,11/13/2024 7:59 am,18,-316.166979,RESOURCE,IN_PROGRESS,alex.johnson354@testmail.com,tBIn3TzBkT3TzZLis9Gu,HRPro,Application,GROUP,,ROLE_USER,APPROVED,10/30/2024 1:28 pm,USER,,alex.johnson@mailinator.com,FAILED,,alex.johnson@testmail.com,REVOKED,,
Quarterly Access Review - 843,Quarterly Access Review audit.,ZsICbaq7ZDO3zEQp,07/05/2023 9:51 am,07/20/2023 10:22 am,15,-798.067465,RESOURCE,DRAFT,sai.martinez371@mailinator.com,DBpQ8YxTbqKjCQwdwN7d,Finance360,Application,GROUP,Default Bundle,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,1,,,,
SOX Resource Review - 278,,QfJZaGxEv4gjnl3M,03/27/2025 1:45 pm,04/20/2025 2:30 pm,24,-157.895521,RESOURCE,CANCELLED,neha.patel428@testmail.com,4hibvQiB9G8ksUhhRQtn,My Super Secure App,Server,GROUP,,ROLE_USER,APPROVED,03/28/2025 2:31 pm,GROUP,AccessReviewers,,PENDING,2,neha.patel@example.com,REVOKED,neha.patel@testmail.com,APPROVED
Quarterly Access Review - 309,,UW5m3lvf066vjFTo,06/04/2025 7:54 pm,06/13/2025 8:00 pm,9,-103.666042,RESOURCE,CANCELLED,alex.garcia223@mailinator.com,lr3H8gnFRwKB7lvxnog9,My Super Secure App,Server,GROUP,,,APPROVED,06/13/2025 9:10 am,USER,,alex.garcia@mailinator.com,FAILED,,alex.garcia@testmail.com,APPROVED,,
Customer Portal Access - 615,Customer Portal Access audit.,Q0oz9A13X6waPPyG,05/13/2023 1:15 am,05/23/2023 1:24 am,10,-856.441667,RESOURCE,COMPLETED,kiran.martinez605@example.com,T3kwmm0zoAEVVKUX6wP6,HRPro,API,GROUP,Default Bundle,,APPROVED,05/18/2023 11:46 pm,USER,,kiran.martinez@example.com,FAILED,,kiran.martinez@mailinator.com,APPROVED,,
Customer Portal Access - 695,,lLusMVOGECsEFHYH,01/28/2023 10:47 am,02/05/2023 11:14 am,8,-963.031262,RESOURCE,DRAFT,kiran.brown323@testmail.com,BckOW2kAtyVJEIHDIjdq,HRPro,API,USER,,,UNREVIEWED,,GROUP,ComplianceTeam,,SUCCESS,2,kiran.brown@mailinator.com,REVOKED,,
Customer Portal Access - 354,Customer Portal Access audit.,zdpotfQ1hkHcOAFA,02/01/2023 4:39 pm,03/02/2023 5:09 pm,29,-937.785347,RESOURCE,CANCELLED,alex.johnson387@mailinator.com,yJYgPuFVvMwBE0W0Hrc9,HRPro,Database,GROUP,,,REVOKED,02/18/2023 1:05 am,USER,,alex.johnson@example.com,FAILED,2,alex.johnson@example.com,REVOKED,,
SOX Resource Review - 517,SOX Resource Review audit.,AHmyMCVlbR1Jn7UC,04/07/2025 1:12 pm,05/03/2025 2:06 pm,26,-144.911829,RESOURCE,COMPLETED,sai.martinez642@example.com,GwjjQsAtZdmzZOpLzhlp,Finance360,Server,USER,,,REVOKED,04/09/2025 8:19 am,GROUP,AccessReviewers,,SUCCESS,,sai.martinez@testmail.com,APPROVED,,
Quarterly Access Review - 987,Quarterly Access Review audit.,Wd3tsd73P2y00oJF,07/07/2023 9:52 am,07/30/2023 10:34 am,23,-788.059062,RESOURCE,CANCELLED,sai.johnson509@example.com,ohYuKyUoAik8BpKEx6tA,Data Lake Portal,API,GROUP,,ROLE_USER,APPROVED,07/07/2023 10:09 pm,GROUP,SecurityOps,,FAILED,,,,,
PCI Resource Review - 260,,t7wYh11y4y8pfZon,09/06/2023 9:42 pm,09/27/2023 10:22 pm,21,-728.567894,RESOURCE,IN_PROGRESS,neha.brown809@example.com,qeWET5uA4gjqeATHuRVN,Data Lake Portal,Server,GROUP,,,APPROVED,09/14/2023 12:27 pm,GROUP,AccessReviewers,,PENDING,,neha.brown@mailinator.com,APPROVED,,
Customer Portal Access - 812,Customer Portal Access audit.,B2ikKurfwyxZJbbI,12/22/2023 6:49 am,12/31/2023 7:18 am,9,-634.195532,RESOURCE,ACTIVE,taylor.martinez873@example.com,dMLj7kJaGV5ZEnm6YqUx,HRPro,Database,GROUP,Default Bundle,,REVOKED,12/24/2023 1:58 pm,USER,,taylor.martinez@example.com,SUCCESS,,taylor.martinez@testmail.com,APPROVED,,
PCI Resource Review - 379,,OfD28ynxALeId5Dv,07/30/2025 11:16 pm,08/28/2025 12:07 am,28,-28.494653,RESOURCE,CANCELLED,neha.martinez830@example.com,aFx8Pi3clkEvDfSAqt8E,Finance360,API,USER,,ROLE_USER,REVOKED,08/12/2025 6:34 pm,USER,,neha.martinez@testmail.com,PENDING,1,,,,
PCI Resource Review - 570,PCI Resource Review audit.,OXdjocqRB95cwREE,08/18/2023 11:50 pm,08/29/2023 12:12 am,10,-758.491296,RESOURCE,DRAFT,jordan.johnson185@example.com,UYIPn9aVl5pEfur8hx5g,Finance360,Database,GROUP,,ROLE_USER,REVOKED,08/24/2023 7:36 pm,USER,,jordan.johnson@mailinator.com,SUCCESS,2,,,jordan.johnson@example.com,REVOKED
SOX Resource Review - 971,SOX Resource Review audit.,T7JndNude7xyl71f,11/20/2023 11:06 am,12/02/2023 11:30 am,12,-663.020567,RESOURCE,COMPLETED,taylor.martinez771@mailinator.com,jsXT54LwfwmByqLfAwlN,My Super Secure App,Application,USER,Default Bundle,,REVOKED,11/28/2023 6:59 pm,GROUP,ComplianceTeam,,FAILED,2,,,taylor.martinez@testmail.com,REVOKED
Quarterly Access Review - 929,Quarterly Access Review audit.,s9QspAJI4FFzCSYw,06/28/2025 3:33 pm,07/07/2025 4:22 pm,9,-79.817928,RESOURCE,CANCELLED,alex.patel759@mailinator.com,CW0czRtSUBYv4Yne8qPA,My Super Secure App,Application,USER,,,APPROVED,07/04/2025 5:35 am,USER,,alex.patel@mailinator.com,FAILED,2,,,alex.patel@mailinator.com,REVOKED
Customer Portal Access - 824,,haga81mOOBMWlsCD,02/03/2023 9:23 pm,02/13/2023 9:33 pm,10,-954.601794,RESOURCE,ACTIVE,neha.martinez456@testmail.com,D1KmJZdaNS80TKIsEEKL,HRPro,Database,GROUP,,,APPROVED,02/10/2023 2:32 pm,GROUP,ComplianceTeam,,FAILED,1,,,neha.martinez@mailinator.com,REVOKED
Customer Portal Access - 715,,kTDBFKQ50SD2Syz6,07/13/2024 3:18 pm,08/04/2024 4:09 pm,22,-416.827049,RESOURCE,ACTIVE,sai.smith290@mailinator.com,UPimLgz9smcb2wjZ3bdA,Data Lake Portal,Application,GROUP,,ROLE_USER,APPROVED,08/01/2024 7:29 am,GROUP,SecurityOps,,SUCCESS,,,,,
Quarterly Access Review - 724,,6X7U8WL1gIFkhmwT,11/16/2024 8:58 pm,12/09/2024 9:29 pm,23,-289.604282,RESOURCE,DRAFT,jordan.martinez373@testmail.com,Yhm8VaZDrkqSzNpUGWiA,HRPro,Server,USER,Default Bundle,,UNREVIEWED,,GROUP,AccessReviewers,,SUCCESS,1,jordan.martinez@example.com,REVOKED,jordan.martinez@example.com,APPROVED
Quarterly Access Review - 647,Quarterly Access Review audit.,X28z2R2StvZ3LjzN,04/25/2025 5:38 pm,05/21/2025 6:28 pm,26,-126.730035,RESOURCE,CANCELLED,neha.brown715@testmail.com,3WzmscuSTh9rfIGUjbXK,Data Lake Portal,API,USER,Default Bundle,,UNREVIEWED,,USER,,neha.brown@testmail.com,FAILED,2,neha.brown@example.com,APPROVED,,
Quarterly Access Review - 465,,oUKS6P0osPYJixTg,03/13/2025 6:43 am,04/07/2025 6:55 am,25,-171.211690,RESOURCE,IN_PROGRESS,kiran.patel151@mailinator.com,AzfAinePyIW2KN9Q6Tzk,Data Lake Portal,Server,USER,,ROLE_USER,REVOKED,03/19/2025 12:16 am,GROUP,ComplianceTeam,,SUCCESS,,,,,
SOX Resource Review - 944,SOX Resource Review audit.,LzhJcjx9sEXiKd33,12/01/2023 9:27 pm,12/13/2023 10:19 pm,12,-651.569757,RESOURCE,COMPLETED,alex.patel561@testmail.com,ecDtCuxZZiiNVPjTfMMy,HRPro,API,GROUP,Default Bundle,ROLE_USER,REVOKED,12/05/2023 6:15 am,GROUP,AccessReviewers,,FAILED,,alex.patel@mailinator.com,REVOKED,,
Quarterly Access Review - 660,,lMJdJlD3h6lbWpR3,11/21/2024 2:04 am,11/30/2024 2:55 am,9,-299.378125,RESOURCE,CANCELLED,sai.johnson412@mailinator.com,c1bBz1tphgkipftzkMub,My Super Secure App,API,USER,,,APPROVED,11/24/2024 5:12 am,USER,,sai.johnson@example.com,PENDING,,sai.johnson@mailinator.com,APPROVED,,
Customer Portal Access - 973,,dCzEzo2q7PpIWszf,02/16/2025 9:28 am,03/01/2025 10:18 am,13,-208.070648,RESOURCE,ACTIVE,taylor.garcia173@example.com,HA4CaCZr8a5DL0xvNKFc,My Super Secure App,API,GROUP,,,UNREVIEWED,,USER,,taylor.garcia@testmail.com,PENDING,2,taylor.garcia@testmail.com,REVOKED,,
Customer Portal Access - 280,,8vCLaQOaD3Pz3RVH,05/01/2023 10:16 am,05/25/2023 10:17 am,24,-854.071343,RESOURCE,COMPLETED,neha.patel362@testmail.com,ZwkVRaC6Bnbr5wfMsSoE,Finance360,Application,USER,,ROLE_USER,REVOKED,05/06/2023 12:04 pm,GROUP,AccessReviewers,,FAILED,1,neha.patel@testmail.com,REVOKED,neha.patel@example.com,APPROVED
Quarterly Access Review - 603,,eqJoGWlQ9QHpIC6N,03/22/2023 1:35 pm,04/08/2023 2:02 pm,17,-900.915208,RESOURCE,COMPLETED,taylor.patel697@mailinator.com,CwV2nrABamfJbT8Aepkt,My Super Secure App,Application,USER,,,REVOKED,03/30/2023 4:19 pm,USER,,taylor.patel@example.com,PENDING,1,taylor.patel@testmail.com,APPROVED,,
PCI Resource Review - 967,,LBfBh84x3QWdXdLA,06/08/2023 4:24 am,07/06/2023 4:27 am,28,-812.314282,RESOURCE,CANCELLED,alex.johnson871@testmail.com,yMz1WMCCAMgOPbGKgaSK,Data Lake Portal,Database,USER,,,REVOKED,06/29/2023 6:25 pm,GROUP,AccessReviewers,,PENDING,,alex.johnson@testmail.com,REVOKED,,
SOX Resource Review - 319,,HjDLs8GOioYIdv8N,11/09/2023 3:33 pm,11/18/2023 3:54 pm,9,-676.836979,RESOURCE,ACTIVE,neha.brown712@mailinator.com,8LuJ7MzkCWcnanoMoT7u,HRPro,Database,USER,,ROLE_USER,APPROVED,11/09/2023 6:26 pm,GROUP,ComplianceTeam,,PENDING,2,neha.brown@testmail.com,REVOKED,neha.brown@mailinator.com,REVOKED
Quarterly Access Review - 999,,mk2SvIlb04bQxWg6,04/18/2024 9:55 pm,05/09/2024 10:10 pm,21,-503.576146,RESOURCE,IN_PROGRESS,taylor.martinez176@mailinator.com,8922ei5XlxxL8pcMlHWu,My Super Secure App,API,GROUP,Default Bundle,ROLE_USER,APPROVED,04/23/2024 11:48 pm,GROUP,ComplianceTeam,,FAILED,2,taylor.martinez@mailinator.com,REVOKED,,
SOX Resource Review - 511,,lSGD7DKNXOm3ConA,08/08/2024 6:40 pm,09/02/2024 6:50 pm,25,-387.715069,RESOURCE,IN_PROGRESS,taylor.garcia87@example.com,UsGocFuBAwEqbBqe3sFH,My Super Secure App,API,GROUP,,,UNREVIEWED,,GROUP,ComplianceTeam,,PENDING,2,taylor.garcia@testmail.com,REVOKED,taylor.garcia@mailinator.com,APPROVED
SOX Resource Review - 9,SOX Resource Review audit.,rv96YUaO961oSnoK,05/08/2025 10:59 am,05/29/2025 11:45 am,21,-119.010150,RESOURCE,COMPLETED,taylor.patel321@example.com,A6zB0bi2sTEOvnAUVQsK,My Super Secure App,Database,GROUP,Default Bundle,ROLE_USER,REVOKED,05/23/2025 5:53 pm,USER,,taylor.patel@testmail.com,PENDING,1,taylor.patel@testmail.com,APPROVED,,
SOX Resource Review - 584,SOX Resource Review audit.,NskPlZLbm4xmsGCw,01/18/2023 3:51 am,01/30/2023 4:11 am,12,-969.325058,RESOURCE,COMPLETED,kiran.smith114@example.com,HDe71imARDL6KFQraidy,Data Lake Portal,API,USER,,,REVOKED,01/19/2023 6:24 am,USER,,kiran.smith@mailinator.com,SUCCESS,1,,,,
SOX Resource Review - 401,,Ykp3TC4lJy6o1qMs,04/14/2023 4:23 pm,05/13/2023 5:09 pm,29,-865.785081,RESOURCE,ACTIVE,kiran.brown781@mailinator.com,hwUFWzkmcbNPCvymcpRi,HRPro,Server,USER,,,UNREVIEWED,,USER,,kiran.brown@example.com,SUCCESS,1,,,kiran.brown@example.com,APPROVED
PCI Resource Review - 302,,TkPaqBlS3HBcNGPO,06/09/2023 4:24 pm,06/28/2023 5:08 pm,19,-819.785637,RESOURCE,IN_PROGRESS,kiran.patel613@example.com,dxmp4mabaYQd7fZPScFY,Finance360,Database,GROUP,Default Bundle,,APPROVED,06/12/2023 2:47 pm,GROUP,AccessReviewers,,PENDING,1,kiran.patel@example.com,REVOKED,,
Quarterly Access Review - 399,,nOrMc2zVE9SX5Jpf,05/18/2024 8:48 pm,06/14/2024 9:32 pm,27,-467.602604,RESOURCE,COMPLETED,neha.martinez137@testmail.com,kVQ8Peb4BFTFRabVhoAp,My Super Secure App,Application,GROUP,,,UNREVIEWED,,USER,,neha.martinez@example.com,FAILED,,neha.martinez@mailinator.com,REVOKED,,
SOX Resource Review - 138,,NVG8Orb0upH4PpQS,08/02/2025 2:14 pm,08/21/2025 2:47 pm,19,-34.883796,RESOURCE,IN_PROGRESS,jordan.brown645@example.com,eE7d96hkIXmFACkmALsJ,Data Lake Portal,API,USER,,ROLE_USER,APPROVED,08/11/2025 6:16 pm,GROUP,ComplianceTeam,,SUCCESS,1,jordan.brown@mailinator.com,REVOKED,,
